TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ANO_CONCLUIU,TP_ESCOLA,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
23 anos,F,Parda,Brasileiro(a)Naturalizado(a),Não informado,Não Respondeu,2700102,27,AL,Presente,Presente,Presente,Presente,398.8,435.4,339.1,426.6,540.0,B
25 anos,M,Parda,Brasileiro(a),Não informado,Pública,5201405,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,F
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,2507507,25,PB,Presente,Presente,Presente,Presente,485.3,544.4,545.8,621.5,700.0,I
19 anos,F,Preta,Brasileiro(a),2017,Não Respondeu,2906204,29,BA,Presente,Presente,Presente,Presente,478.4,378.9,374.9,416.3,500.0,B
19 anos,F,Preta,Brasileiro(a),Não informado,Pública,2909802,29,BA,Presente,Presente,Presente,Presente,503.1,557.6,525.4,500.4,480.0,C
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3122306,31,MG,Presente,Presente,Presente,Presente,602.8,642.6,626.5,682.3,820.0,G
19 anos,M,Preta,Brasileiro(a),Não informado,Pública,3305109,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,502.6,524.5,497.8,558.4,820.0,F
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2012,Não Respondeu,2607901,26,PE,Presente,Presente,Presente,Presente,628.4,650.8,620.6,649.0,720.0,J
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3534401,35,SP,Presente,Presente,Presente,Presente,432.8,576.7,533.4,446.0,600.0,F
24 anos,F,Branca,Brasileiro(a),2015,Não Respondeu,2305506,23,CE,Presente,Presente,Presente,Presente,661.0,677.7,641.2,722.5,900.0,B
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,1100304,11,RO,Presente,Presente,Presente,Presente,396.5,407.8,458.2,401.9,540.0,D
22 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,2606200,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,1500107,15,PA,Presente,Presente,Presente,Presente,582.0,605.1,604.8,682.6,840.0,C
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3515004,35,SP,Presente,Presente,Presente,Presente,459.0,504.8,525.7,478.2,500.0,N
19 anos,M,Não Declarado,Brasileiro(a),2020,Não Respondeu,2100907,21,MA,Presente,Presente,Presente,Presente,487.4,545.2,542.0,489.8,0.0,B
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,2604106,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,B
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2503704,25,PB,Presente,Presente,Presente,Presente,539.2,535.4,540.7,539.4,900.0,C
18 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,4206504,42,SC,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,F,Parda,Brasileiro(a)Naturalizado(a),Não informado,Pública,1709302,17,TO,Presente,Presente,Presente,Presente,476.6,412.2,398.5,391.2,480.0,D
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3134202,31,MG,Presente,Presente,Presente,Presente,359.6,373.7,373.0,539.5,520.0,D
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,2207702,22,PI,Presente,Presente,Presente,Presente,581.6,580.1,553.5,568.4,620.0,G
24 anos,M,Preta,Brasileiro(a),2015,Não Respondeu,2927408,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,2610707,26,PE,Presente,Presente,Presente,Presente,495.2,357.7,427.3,552.3,740.0,C
Entre 31 e 35 anos,M,Parda,Brasileiro(a),2007,Não Respondeu,2513703,25,PB,Presente,Presente,Presente,Presente,593.6,706.3,610.8,836.5,720.0,K
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,4101408,41,PR,Presente,Presente,Presente,Presente,513.6,566.8,591.4,530.6,480.0,E
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,4119152,41,PR,Presente,Presente,Presente,Presente,397.3,448.0,513.0,587.9,460.0,C
Entre 31 e 35 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,590.9,575.2,542.1,534.9,600.0,F
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2010,Não Respondeu,2211001,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,F,Preta,Brasileiro(a),2020,Não Respondeu,5221601,52,GO,Presente,Presente,Presente,Presente,514.2,571.7,558.1,560.3,600.0,B
23 anos,M,Parda,Brasileiro(a),Não informado,Pública,2211209,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2304707,23,CE,Presente,Presente,Presente,Presente,457.7,418.2,439.4,435.4,500.0,B
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,4307005,43,RS,Presente,Presente,Presente,Presente,489.2,510.6,477.2,610.3,720.0,I
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2016,Não Respondeu,2504009,25,PB,Faltou,Faltou,Faltou,Faltou,,,,,,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3305802,33,RJ,Presente,Presente,Presente,Presente,500.2,591.9,579.5,661.1,680.0,M
Entre 31 e 35 anos,F,Branca,Brasileiro(a),2012,Não Respondeu,4106902,41,PR,Presente,Presente,Presente,Presente,545.6,642.6,627.2,598.5,600.0,B
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,2304400,23,CE,Presente,Presente,Presente,Presente,518.6,565.3,575.9,456.3,780.0,F
Entre 26 e 30 anos,M,Parda,Brasileiro(a),2010,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3513009,35,SP,Presente,Presente,Presente,Presente,502.7,488.8,524.9,466.1,640.0,B
17 anos,F,Não Declarado,Brasileiro(a),Não informado,Pública,5205497,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,F
18 anos,F,Branca,Brasileiro(a),Não informado,Privada,3548708,35,SP,Presente,Presente,Presente,Presente,643.5,675.1,643.0,738.7,840.0,Q
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3545209,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,F
19 anos,M,Preta,Brasileiro(a),Não informado,Pública,1504208,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
21 anos,F,Parda,Brasileiro(a),2018,Não Respondeu,1501402,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,A
Entre 31 e 35 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,3164704,31,MG,Presente,Presente,Presente,Presente,450.5,577.8,520.2,433.0,680.0,F
20 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,3301702,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,D
22 anos,F,Parda,Brasileiro(a),Não informado,Pública,2921203,29,BA,Presente,Presente,Presente,Presente,441.4,469.8,428.7,546.1,380.0,B
20 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,5003702,50,MS,Presente,Presente,Presente,Presente,504.0,515.4,513.8,390.2,640.0,E
20 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,5300108,53,DF,Faltou,Presente,Presente,Faltou,,338.7,414.6,,460.0,C
25 anos,M,Preta,Brasileiro(a),2018,Não Respondeu,5103403,51,MT,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3515707,35,SP,Faltou,Presente,Presente,Faltou,,391.7,340.1,,500.0,C
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2313203,23,CE,Presente,Presente,Presente,Presente,439.6,465.3,384.6,452.2,500.0,B
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,4301008,43,RS,Presente,Presente,Presente,Presente,609.2,528.2,525.8,651.3,820.0,H
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,2410207,24,RN,Presente,Presente,Presente,Presente,381.7,517.6,442.8,517.8,540.0,C
Entre 46 e 50 anos,F,Branca,Brasileiro(a),2012,Não Respondeu,2707701,27,AL,Faltou,Faltou,Faltou,Faltou,,,,,,B
24 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2101202,21,MA,Faltou,Faltou,Faltou,Faltou,,,,,,B
22 anos,M,Branca,Brasileiro(a),2017,Não Respondeu,3510609,35,SP,Presente,Presente,Presente,Presente,452.4,384.5,470.7,418.2,360.0,F
Entre 26 e 30 anos,F,Branca,Brasileiro(a),2008,Não Respondeu,4114807,41,PR,Presente,Presente,Presente,Presente,433.4,536.5,562.0,629.4,820.0,E
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2906907,29,BA,Presente,Presente,Presente,Presente,433.2,539.6,433.6,432.3,500.0,B
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,2927408,29,BA,Presente,Presente,Presente,Presente,510.0,580.1,570.0,615.0,840.0,H
Entre 36 e 40 anos,F,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,2927408,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,A
22 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3302403,33,RJ,Presente,Presente,Presente,Presente,533.9,557.0,612.6,607.4,780.0,M
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,3523909,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,E
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2616407,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,A
20 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,4301602,43,RS,Presente,Presente,Presente,Presente,408.4,380.0,455.1,405.6,480.0,E
20 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,525.7,433.1,521.4,433.1,580.0,D
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2012,Não Respondeu,3305109,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,D
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,5210406,52,GO,Presente,Presente,Presente,Presente,406.5,467.5,518.7,558.5,560.0,C
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2905701,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,2301208,23,CE,Presente,Presente,Presente,Presente,545.1,653.4,447.9,703.4,900.0,B
Entre 46 e 50 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3301702,33,RJ,Presente,Presente,Presente,Presente,612.1,641.8,595.8,702.0,500.0,F
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2010,Não Respondeu,3304557,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2101400,21,MA,Presente,Presente,Presente,Presente,588.9,538.2,522.2,620.3,880.0,E
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2303204,23,CE,Presente,Presente,Presente,Presente,494.9,500.2,481.1,561.5,0.0,B
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,454.0,485.2,390.5,485.2,380.0,I
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2919207,29,BA,Presente,Presente,Presente,Presente,354.1,413.0,467.7,394.4,640.0,E
17 anos,F,Amarela,Brasileiro(a)Naturalizado(a),Não informado,Pública,3136306,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,A
18 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,2910727,29,BA,Presente,Presente,Presente,Presente,447.8,603.3,531.0,654.6,900.0,K
Entre 31 e 35 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,2504009,25,PB,Presente,Presente,Presente,Presente,523.5,615.9,523.1,558.6,460.0,B
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3106200,31,MG,Presente,Presente,Presente,Presente,385.4,379.8,481.6,444.9,620.0,A
22 anos,M,Preta,Brasileiro(a),2019,Não Respondeu,3131307,31,MG,Presente,Presente,Presente,Presente,400.5,457.9,406.4,407.6,520.0,F
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Pública,2611606,26,PE,Presente,Presente,Presente,Presente,555.2,539.8,593.5,524.9,880.0,C
Entre 26 e 30 anos,M,Preta,Brasileiro(a),2012,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,578.6,578.7,568.8,657.2,620.0,B
17 anos,F,Preta,Brasileiro(a),Não informado,Pública,2608909,26,PE,Presente,Presente,Presente,Presente,414.1,330.5,392.4,394.8,660.0,B
17 anos,F,Preta,Brasileiro(a),Não informado,Pública,2911600,29,BA,Presente,Presente,Presente,Presente,449.7,439.1,449.9,592.1,520.0,A
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,1500800,15,PA,Presente,Presente,Presente,Presente,519.5,501.9,446.1,463.7,620.0,C
Entre 36 e 40 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,2408102,24,RN,Presente,Presente,Presente,Presente,478.8,556.7,590.2,484.5,480.0,C
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2304400,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,D
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2012,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3550308,35,SP,Presente,Presente,Presente,Presente,458.4,445.2,496.8,548.1,840.0,E
17 anos,F,Preta,Brasileiro(a),Não informado,Não Respondeu,1718865,17,TO,Presente,Presente,Presente,Presente,430.2,445.8,411.7,581.6,600.0,C
Entre 26 e 30 anos,M,Preta,Brasileiro(a),2012,Não Respondeu,2907509,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,1100205,11,RO,Faltou,Faltou,Faltou,Faltou,,,,,,E
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2409308,24,RN,Presente,Presente,Presente,Presente,353.4,462.9,327.0,430.1,580.0,F
19 anos,F,Parda,Brasileiro(a),Não informado,Pública,4305108,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,D
22 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,3519071,35,SP,Presente,Presente,Presente,Presente,487.7,523.7,561.9,596.5,820.0,C
19 anos,M,Branca,Brasileiro(a),Não informado,Pública,3118601,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,H
21 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,3518800,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,A
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3205200,32,ES,Presente,Presente,Presente,Presente,541.8,586.3,619.5,562.8,580.0,J
18 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,1400100,14,RR,Presente,Presente,Presente,Presente,386.2,477.5,467.3,524.5,560.0,H
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3305109,33,RJ,Presente,Presente,Presente,Presente,612.3,679.0,644.2,683.6,640.0,H
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3101508,31,MG,Presente,Presente,Presente,Presente,433.4,456.0,492.9,413.3,700.0,H
23 anos,M,Parda,Brasileiro(a),2017,Não Respondeu,1600303,16,AP,Presente,Presente,Presente,Presente,380.5,580.0,545.9,519.1,640.0,D
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,3304557,33,RJ,Presente,Presente,Presente,Presente,493.8,538.2,492.5,661.8,640.0,N
19 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,2307700,23,CE,Presente,Presente,Presente,Presente,388.4,404.6,473.7,531.0,640.0,B
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,5215231,52,GO,Presente,Presente,Presente,Presente,415.8,414.1,533.4,373.7,480.0,C
24 anos,M,Não Declarado,Brasileiro(a),2015,Não Respondeu,3552205,35,SP,Presente,Presente,Presente,Presente,547.7,561.0,587.0,517.0,660.0,C
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,4207502,42,SC,Faltou,Eliminado,Eliminado,Faltou,,,,,,F
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,5204904,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,G
Entre 36 e 40 anos,M,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,4314902,43,RS,Presente,Presente,Presente,Presente,687.0,718.5,699.7,934.8,640.0,J
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4317509,43,RS,Presente,Presente,Presente,Presente,445.7,409.5,452.6,423.5,560.0,E
17 anos,F,Não Declarado,Brasileiro(a),Não informado,Pública,5212204,52,GO,Presente,Presente,Presente,Presente,375.6,476.4,462.6,471.9,540.0,D
20 anos,F,Preta,Brasileiro(a),Não informado,Não Respondeu,2611101,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,A
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,5103403,51,MT,Presente,Presente,Presente,Presente,440.7,427.2,451.0,509.8,460.0,D
25 anos,M,Preta,Brasileiro(a),2013,Não Respondeu,2210003,22,PI,Presente,Presente,Presente,Presente,420.3,361.8,371.7,372.0,320.0,B
19 anos,F,Parda,Brasileiro(a),Não informado,Pública,3167202,31,MG,Presente,Presente,Presente,Presente,413.4,406.9,361.0,385.6,520.0,C
Entre 26 e 30 anos,M,Parda,Brasileiro(a),2011,Não Respondeu,3118007,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,E
17 anos,F,Branca,Brasileiro(a)Naturalizado(a),Não informado,Pública,1501808,15,PA,Presente,Presente,Presente,Presente,405.4,541.0,506.1,487.3,400.0,B
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,3137601,31,MG,Presente,Presente,Presente,Presente,512.0,618.9,610.7,760.7,620.0,A
19 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,5002704,50,MS,Presente,Presente,Presente,Presente,533.3,515.1,498.3,701.1,840.0,E
18 anos,M,Branca,Brasileiro(a),Não informado,Privada,3303302,33,RJ,Presente,Presente,Presente,Presente,530.0,597.4,477.3,654.8,920.0,M
17 anos,M,Preta,Brasileiro(a),Não informado,Privada,2611606,26,PE,Presente,Presente,Presente,Presente,528.3,588.1,552.1,698.2,700.0,C
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3154606,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,D
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,494.5,433.4,539.5,477.7,340.0,B
18 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2211001,22,PI,Presente,Presente,Presente,Presente,520.0,525.0,531.6,569.2,920.0,B
Entre 26 e 30 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,4119152,41,PR,Faltou,Presente,Presente,Faltou,,420.2,359.8,,0.0,C
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,3303401,33,RJ,Presente,Presente,Presente,Presente,547.3,529.7,422.2,574.1,600.0,E
23 anos,M,Branca,Brasileiro(a),2017,Não Respondeu,4303004,43,RS,Presente,Presente,Presente,Presente,610.9,685.7,605.0,643.6,760.0,H
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,5205406,52,GO,Presente,Presente,Presente,Presente,486.6,434.9,458.6,524.5,640.0,D
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3143906,31,MG,Presente,Presente,Presente,Presente,525.6,543.2,469.4,582.9,580.0,D
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,564.2,629.7,639.1,652.6,720.0,K
Entre 26 e 30 anos,F,Branca,Brasileiro(a),2010,Não Respondeu,3203007,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Preta,Brasileiro(a),2020,Não Respondeu,4316907,43,RS,Presente,Presente,Presente,Presente,547.4,600.8,564.1,527.2,880.0,E
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2304202,23,CE,Presente,Presente,Presente,Presente,472.0,553.6,452.4,524.7,860.0,H
Entre 31 e 35 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2926608,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,454.7,607.7,596.8,625.1,640.0,K
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,2615300,26,PE,Presente,Presente,Presente,Presente,381.0,531.3,455.2,460.3,880.0,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2211001,22,PI,Presente,Presente,Presente,Presente,402.0,427.0,477.5,439.3,640.0,P
19 anos,F,Branca,Brasileiro(a),Não informado,Pública,4119905,41,PR,Presente,Presente,Presente,Presente,510.2,555.2,546.2,470.7,640.0,H
Entre 36 e 40 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,4106902,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,D
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2013,Não Respondeu,2603504,26,PE,Presente,Presente,Presente,Presente,435.8,481.7,466.9,453.7,600.0,A
Entre 36 e 40 anos,F,Preta,Brasileiro(a),Antes de 2007,Não Respondeu,2111300,21,MA,Presente,Presente,Presente,Presente,505.9,588.6,529.7,436.7,520.0,G
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,4115200,41,PR,Presente,Presente,Presente,Presente,634.4,654.9,606.7,644.8,660.0,F
24 anos,M,Preta,Brasileiro(a),2016,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,598.7,673.7,631.9,439.4,620.0,B
22 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3131307,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,H
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2305407,23,CE,Presente,Presente,Presente,Presente,444.4,485.9,423.9,566.2,340.0,H
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,2803500,28,SE,Faltou,Faltou,Faltou,Faltou,,,,,,A
19 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,3200904,32,ES,Presente,Presente,Presente,Presente,474.8,605.3,578.2,673.1,880.0,H
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3146107,31,MG,Presente,Presente,Presente,Presente,548.3,524.0,535.4,580.9,920.0,O
22 anos,F,Parda,Brasileiro(a),2016,Não Respondeu,3143302,31,MG,Presente,Presente,Presente,Presente,525.7,549.8,498.2,625.9,460.0,C
18 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2414407,24,RN,Presente,Presente,Presente,Presente,433.5,477.6,500.1,378.8,600.0,A
Entre 31 e 35 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,F
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3550308,35,SP,Presente,Presente,Presente,Presente,415.9,553.4,531.7,603.1,860.0,P
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2103000,21,MA,Presente,Presente,Presente,Presente,457.0,594.6,544.7,612.4,560.0,G
Entre 26 e 30 anos,M,Preta,Brasileiro(a),2011,Não Respondeu,2313401,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,2514503,25,PB,Presente,Presente,Presente,Presente,433.7,472.8,499.6,497.2,740.0,D
19 anos,M,Parda,Brasileiro(a),Não informado,Pública,2312304,23,CE,Presente,Presente,Presente,Presente,349.8,407.2,432.7,396.7,380.0,B
20 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,5201108,52,GO,Presente,Presente,Presente,Presente,473.8,547.0,520.5,532.2,640.0,F
19 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,5208707,52,GO,Presente,Presente,Presente,Presente,519.2,587.3,547.7,529.0,660.0,K
Menor de 17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2612208,26,PE,Presente,Presente,Presente,Presente,536.4,581.0,582.6,589.0,780.0,H
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,2107506,21,MA,Faltou,Presente,Presente,Faltou,,605.2,495.3,,760.0,A
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2008,Não Respondeu,3304144,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,C
Menor de 17 anos,F,Preta,Brasileiro(a),Não informado,Não Respondeu,3305109,33,RJ,Presente,Presente,Presente,Presente,457.7,423.0,397.8,441.3,680.0,D
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4219309,42,SC,Presente,Presente,Presente,Presente,389.5,536.5,498.7,440.2,640.0,D
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,2610905,26,PE,Presente,Presente,Presente,Presente,447.8,580.7,571.2,501.5,600.0,B
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2308005,23,CE,Presente,Presente,Presente,Presente,504.9,584.8,497.0,478.2,660.0,B
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2516201,25,PB,Presente,Presente,Presente,Presente,457.0,490.8,540.6,508.7,560.0,B
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2102903,21,MA,Presente,Presente,Presente,Presente,483.8,468.3,461.1,400.2,520.0,B
Entre 31 e 35 anos,M,Parda,Brasileiro(a),2007,Não Respondeu,2510808,25,PB,Faltou,Faltou,Faltou,Faltou,,,,,,G
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,5103700,51,MT,Faltou,Faltou,Faltou,Faltou,,,,,,D
19 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,3203320,32,ES,Presente,Presente,Presente,Presente,473.4,365.6,325.3,437.1,360.0,B
20 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,2601201,26,PE,Presente,Presente,Presente,Presente,354.0,450.7,496.3,466.9,520.0,B
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2606804,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2010,Não Respondeu,2609600,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,4115200,41,PR,Faltou,Presente,Presente,Faltou,,506.0,470.9,,720.0,E
Entre 31 e 35 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,5204508,52,GO,Presente,Presente,Presente,Presente,489.8,412.0,393.0,501.3,460.0,A
